Indicator,Year,Geography,FIPS,Sex,Cases,Rate per 100000
Tuberculosis,2020 (COVID-19 Pandemic),New York,36,Female,231,2.3
Tuberculosis,2020 (COVID-19 Pandemic),New York,36,Male,374,3.8
Tuberculosis,2021,New York,36,Female,270,2.7
Tuberculosis,2021,New York,36,Male,413,4.2
Tuberculosis,2022,New York,36,Female,258,2.6
Tuberculosis,2022,New York,36,Male,456,4.7
Tuberculosis,2000,North Carolina,37,Female,145,3.5
Tuberculosis,2000,North Carolina,37,Male,302,7.6
Tuberculosis,2001,North Carolina,37,Female,140,3.3
Tuberculosis,2001,North Carolina,37,Male,257,6.4
Tuberculosis,2002,North Carolina,37,Female,163,3.8
Tuberculosis,2002,North Carolina,37,Male,271,6.6
Tuberculosis,2003,North Carolina,37,Female,140,3.2
Tuberculosis,2003,North Carolina,37,Male,234,5.7
Tuberculosis,2004,North Carolina,37,Female,150,3.4
Tuberculosis,2004,North Carolina,37,Male,231,5.5
Tuberculosis,2005,North Carolina,37,Female,96,2.2
Tuberculosis,2005,North Carolina,37,Male,233,5.5
Tuberculosis,2006,North Carolina,37,Female,120,2.6
Tuberculosis,2006,North Carolina,37,Male,255,5.9
Tuberculosis,2007,North Carolina,37,Female,131,2.8
Tuberculosis,2007,North Carolina,37,Male,213,4.8
Tuberculosis,2008,North Carolina,37,Female,123,2.6
Tuberculosis,2008,North Carolina,37,Male,212,4.7
Tuberculosis,2009,North Carolina,37,Female,93,1.9
Tuberculosis,2009,North Carolina,37,Male,157,3.4
Tuberculosis,2010,North Carolina,37,Female,109,2.2
Tuberculosis,2010,North Carolina,37,Male,185,4
Tuberculosis,2011,North Carolina,37,Female,93,1.9
Tuberculosis,2011,North Carolina,37,Male,150,3.2
Tuberculosis,2012,North Carolina,37,Female,78,1.6
Tuberculosis,2012,North Carolina,37,Male,133,2.8
Tuberculosis,2013,North Carolina,37,Female,80,1.6
Tuberculosis,2013,North Carolina,37,Male,136,2.8
Tuberculosis,2014,North Carolina,37,Female,84,1.6
Tuberculosis,2014,North Carolina,37,Male,111,2.3
Tuberculosis,2015,North Carolina,37,Female,79,1.5
Tuberculosis,2015,North Carolina,37,Male,120,2.5
Tuberculosis,2016,North Carolina,37,Female,84,1.6
Tuberculosis,2016,North Carolina,37,Male,135,2.7
Tuberculosis,2017,North Carolina,37,Female,84,1.6
Tuberculosis,2017,North Carolina,37,Male,129,2.6
Tuberculosis,2018,North Carolina,37,Female,63,1.2
Tuberculosis,2018,North Carolina,37,Male,133,2.6
Tuberculosis,2019,North Carolina,37,Female,75,1.4
Tuberculosis,2019,North Carolina,37,Male,110,2.2
Tuberculosis,2020 (COVID-19 Pandemic),North Carolina,37,Female,67,1.3
Tuberculosis,2020 (COVID-19 Pandemic),North Carolina,37,Male,92,1.8
Tuberculosis,2021,North Carolina,37,Female,69,1.3
Tuberculosis,2021,North Carolina,37,Male,109,2.1
Tuberculosis,2022,North Carolina,37,Female,66,1.2
Tuberculosis,2022,North Carolina,37,Male,97,1.9
Tuberculosis,2000,North Dakota,38,Female,3,0.9
Tuberculosis,2000,North Dakota,38,Male,2,0.6
Tuberculosis,2001,North Dakota,38,Female,3,0.9
Tuberculosis,2001,North Dakota,38,Male,3,0.9
Tuberculosis,2002,North Dakota,38,Female,2,0.6
Tuberculosis,2002,North Dakota,38,Male,4,1.3
Tuberculosis,2003,North Dakota,38,Female,2,0.6
Tuberculosis,2003,North Dakota,38,Male,4,1.3
Tuberculosis,2004,North Dakota,38,Female,3,0.9
Tuberculosis,2004,North Dakota,38,Male,1,0.3
Tuberculosis,2005,North Dakota,38,Female,2,0.6
Tuberculosis,2005,North Dakota,38,Male,4,1.2
Tuberculosis,2006,North Dakota,38,Female,6,1.9
Tuberculosis,2006,North Dakota,38,Male,4,1.2
Tuberculosis,2007,North Dakota,38,Female,3,0.9
Tuberculosis,2007,North Dakota,38,Male,4,1.2
Tuberculosis,2008,North Dakota,38,Female,0,0
Tuberculosis,2008,North Dakota,38,Male,0,0
Tuberculosis,2009,North Dakota,38,Female,2,0.6
Tuberculosis,2009,North Dakota,38,Male,3,0.9
Tuberculosis,2010,North Dakota,38,Female,5,1.5
Tuberculosis,2010,North Dakota,38,Male,4,1.2
Tuberculosis,2011,North Dakota,38,Female,4,1.2
Tuberculosis,2011,North Dakota,38,Male,2,0.6
Tuberculosis,2012,North Dakota,38,Female,11,3.2
Tuberculosis,2012,North Dakota,38,Male,15,4.2
Tuberculosis,2013,North Dakota,38,Female,7,2
Tuberculosis,2013,North Dakota,38,Male,5,1.4
Tuberculosis,2014,North Dakota,38,Female,4,1.1
Tuberculosis,2014,North Dakota,38,Male,11,2.9
Tuberculosis,2015,North Dakota,38,Female,3,0.8
Tuberculosis,2015,North Dakota,38,Male,6,1.5
Tuberculosis,2016,North Dakota,38,Female,9,2.4
Tuberculosis,2016,North Dakota,38,Male,13,3.3
Tuberculosis,2017,North Dakota,38,Female,6,1.6
Tuberculosis,2017,North Dakota,38,Male,8,2.1
Tuberculosis,2018,North Dakota,38,Female,5,1.3
Tuberculosis,2018,North Dakota,38,Male,8,2.1
Tuberculosis,2019,North Dakota,38,Female,5,1.3
Tuberculosis,2019,North Dakota,38,Male,13,3.3
Tuberculosis,2020 (COVID-19 Pandemic),North Dakota,38,Female,4,1.1
Tuberculosis,2020 (COVID-19 Pandemic),North Dakota,38,Male,6,1.5
Tuberculosis,2021,North Dakota,38,Female,5,1.3
Tuberculosis,2021,North Dakota,38,Male,10,2.5
Tuberculosis,2022,North Dakota,38,Female,3,0.8
Tuberculosis,2022,North Dakota,38,Male,7,1.7
Tuberculosis,2000,Ohio,39,Female,133,2.3
Tuberculosis,2000,Ohio,39,Male,205,3.7
Tuberculosis,2001,Ohio,39,Female,113,1.9
Tuberculosis,2001,Ohio,39,Male,193,3.5
Tuberculosis,2002,Ohio,39,Female,95,1.6
Tuberculosis,2002,Ohio,39,Male,162,2.9
Tuberculosis,2003,Ohio,39,Female,87,1.5
Tuberculosis,2003,Ohio,39,Male,142,2.6
Tuberculosis,2004,Ohio,39,Female,83,1.4
Tuberculosis,2004,Ohio,39,Male,136,2.4
Tuberculosis,2005,Ohio,39,Female,89,1.5
Tuberculosis,2005,Ohio,39,Male,171,3.1
Tuberculosis,2006,Ohio,39,Female,96,1.6
Tuberculosis,2006,Ohio,39,Male,143,2.6
Tuberculosis,2007,Ohio,39,Female,99,1.7
Tuberculosis,2007,Ohio,39,Male,152,2.7
Tuberculosis,2008,Ohio,39,Female,86,1.5
Tuberculosis,2008,Ohio,39,Male,127,2.3
Tuberculosis,2009,Ohio,39,Female,68,1.2
Tuberculosis,2009,Ohio,39,Male,112,2
Tuberculosis,2010,Ohio,39,Female,76,1.3
Tuberculosis,2010,Ohio,39,Male,114,2
Tuberculosis,2011,Ohio,39,Female,57,1
Tuberculosis,2011,Ohio,39,Male,88,1.6
Tuberculosis,2012,Ohio,39,Female,54,0.9
Tuberculosis,2012,Ohio,39,Male,95,1.7
Tuberculosis,2013,Ohio,39,Female,52,0.9
Tuberculosis,2013,Ohio,39,Male,96,1.7
Tuberculosis,2014,Ohio,39,Female,61,1
Tuberculosis,2014,Ohio,39,Male,95,1.7
Tuberculosis,2015,Ohio,39,Female,56,0.9
Tuberculosis,2015,Ohio,39,Male,87,1.5
Tuberculosis,2016,Ohio,39,Female,53,0.9
Tuberculosis,2016,Ohio,39,Male,89,1.6
Tuberculosis,2017,Ohio,39,Female,53,0.9
Tuberculosis,2017,Ohio,39,Male,95,1.7
Tuberculosis,2018,Ohio,39,Female,70,1.2
Tuberculosis,2018,Ohio,39,Male,108,1.9
Tuberculosis,2019,Ohio,39,Female,62,1
Tuberculosis,2019,Ohio,39,Male,87,1.5
Tuberculosis,2020 (COVID-19 Pandemic),Ohio,39,Female,54,0.9
Tuberculosis,2020 (COVID-19 Pandemic),Ohio,39,Male,78,1.3
Tuberculosis,2021,Ohio,39,Female,65,1.1
Tuberculosis,2021,Ohio,39,Male,86,1.5
Tuberculosis,2022,Ohio,39,Female,64,1.1
Tuberculosis,2022,Ohio,39,Male,82,1.4
Tuberculosis,2000,Oklahoma,40,Female,59,3.4
Tuberculosis,2000,Oklahoma,40,Male,94,5.5
Tuberculosis,2001,Oklahoma,40,Female,80,4.5
Tuberculosis,2001,Oklahoma,40,Male,113,6.6
Tuberculosis,2002,Oklahoma,40,Female,74,4.2
Tuberculosis,2002,Oklahoma,40,Male,116,6.7
Tuberculosis,2003,Oklahoma,40,Female,55,3.1
Tuberculosis,2003,Oklahoma,40,Male,108,6.3
Tuberculosis,2004,Oklahoma,40,Female,57,3.2
Tuberculosis,2004,Oklahoma,40,Male,121,7
Tuberculosis,2005,Oklahoma,40,Female,46,2.6
Tuberculosis,2005,Oklahoma,40,Male,98,5.6
Tuberculosis,2006,Oklahoma,40,Female,50,2.7
Tuberculosis,2006,Oklahoma,40,Male,94,5.3
Tuberculosis,2007,Oklahoma,40,Female,47,2.6
Tuberculosis,2007,Oklahoma,40,Male,102,5.7
Tuberculosis,2008,Oklahoma,40,Female,43,2.3
Tuberculosis,2008,Oklahoma,40,Male,57,3.1
Tuberculosis,2009,Oklahoma,40,Female,39,2.1
Tuberculosis,2009,Oklahoma,40,Male,63,3.4
Tuberculosis,2010,Oklahoma,40,Female,32,1.7
Tuberculosis,2010,Oklahoma,40,Male,54,2.9
Tuberculosis,2011,Oklahoma,40,Female,34,1.8
Tuberculosis,2011,Oklahoma,40,Male,60,3.2
Tuberculosis,2012,Oklahoma,40,Female,29,1.5
Tuberculosis,2012,Oklahoma,40,Male,59,3.1
Tuberculosis,2013,Oklahoma,40,Female,16,0.8
Tuberculosis,2013,Oklahoma,40,Male,54,2.8
Tuberculosis,2014,Oklahoma,40,Female,16,0.8
Tuberculosis,2014,Oklahoma,40,Male,43,2.2
Tuberculosis,2015,Oklahoma,40,Female,25,1.3
Tuberculosis,2015,Oklahoma,40,Male,42,2.2
Tuberculosis,2016,Oklahoma,40,Female,32,1.6
Tuberculosis,2016,Oklahoma,40,Male,46,2.4
Tuberculosis,2017,Oklahoma,40,Female,20,1
Tuberculosis,2017,Oklahoma,40,Male,34,1.7
Tuberculosis,2018,Oklahoma,40,Female,27,1.4
Tuberculosis,2018,Oklahoma,40,Male,47,2.4
Tuberculosis,2019,Oklahoma,40,Female,31,1.6
Tuberculosis,2019,Oklahoma,40,Male,42,2.1
Tuberculosis,2020 (COVID-19 Pandemic),Oklahoma,40,Female,30,1.5
Tuberculosis,2020 (COVID-19 Pandemic),Oklahoma,40,Male,37,1.9
Tuberculosis,2021,Oklahoma,40,Female,28,1.4
Tuberculosis,2021,Oklahoma,40,Male,41,2.1
Tuberculosis,2022,Oklahoma,40,Female,39,1.9
Tuberculosis,2022,Oklahoma,40,Male,41,2
Tuberculosis,2000,Oregon,41,Female,49,2.8
Tuberculosis,2000,Oregon,41,Male,70,4.1
Tuberculosis,2001,Oregon,41,Female,38,2.2
Tuberculosis,2001,Oregon,41,Male,85,4.9
Tuberculosis,2002,Oregon,41,Female,43,2.4
Tuberculosis,2002,Oregon,41,Male,68,3.9
Tuberculosis,2003,Oregon,41,Female,36,2
Tuberculosis,2003,Oregon,41,Male,71,4
Tuberculosis,2004,Oregon,41,Female,43,2.4
Tuberculosis,2004,Oregon,41,Male,64,3.6
Tuberculosis,2005,Oregon,41,Female,43,2.4
Tuberculosis,2005,Oregon,41,Male,60,3.4
Tuberculosis,2006,Oregon,41,Female,34,1.8
Tuberculosis,2006,Oregon,41,Male,47,2.6
Tuberculosis,2007,Oregon,41,Female,36,1.9
Tuberculosis,2007,Oregon,41,Male,58,3.1
Tuberculosis,2008,Oregon,41,Female,28,1.5
Tuberculosis,2008,Oregon,41,Male,47,2.5
Tuberculosis,2009,Oregon,41,Female,28,1.5
Tuberculosis,2009,Oregon,41,Male,61,3.2
Tuberculosis,2010,Oregon,41,Female,36,1.9
Tuberculosis,2010,Oregon,41,Male,45,2.4
Tuberculosis,2011,Oregon,41,Female,38,1.9
Tuberculosis,2011,Oregon,41,Male,34,1.8
Tuberculosis,2012,Oregon,41,Female,22,1.1
Tuberculosis,2012,Oregon,41,Male,37,1.9
Tuberculosis,2013,Oregon,41,Female,32,1.6
Tuberculosis,2013,Oregon,41,Male,35,1.8
Tuberculosis,2014,Oregon,41,Female,33,1.6
Tuberculosis,2014,Oregon,41,Male,44,2.2
Tuberculosis,2015,Oregon,41,Female,34,1.7
Tuberculosis,2015,Oregon,41,Male,41,2.1
Tuberculosis,2016,Oregon,41,Female,23,1.1
Tuberculosis,2016,Oregon,41,Male,46,2.3
Tuberculosis,2017,Oregon,41,Female,24,1.1
Tuberculosis,2017,Oregon,41,Male,45,2.2
Tuberculosis,2018,Oregon,41,Female,34,1.6
Tuberculosis,2018,Oregon,41,Male,47,2.3
Tuberculosis,2019,Oregon,41,Female,40,1.9
Tuberculosis,2019,Oregon,41,Male,30,1.4
Tuberculosis,2020 (COVID-19 Pandemic),Oregon,41,Female,29,1.4
Tuberculosis,2020 (COVID-19 Pandemic),Oregon,41,Male,38,1.8
Tuberculosis,2021,Oregon,41,Female,36,1.7
Tuberculosis,2021,Oregon,41,Male,43,2
Tuberculosis,2022,Oregon,41,Female,26,1.2
Tuberculosis,2022,Oregon,41,Male,47,2.2
Tuberculosis,2000,Pennsylvania,42,Female,173,2.7
Tuberculosis,2000,Pennsylvania,42,Male,210,3.5
Tuberculosis,2001,Pennsylvania,42,Female,142,2.2
Tuberculosis,2001,Pennsylvania,42,Male,207,3.5
Tuberculosis,2002,Pennsylvania,42,Female,152,2.4
Tuberculosis,2002,Pennsylvania,42,Male,201,3.4
Tuberculosis,2003,Pennsylvania,42,Female,162,2.5
Tuberculosis,2003,Pennsylvania,42,Male,174,2.9
Tuberculosis,2004,Pennsylvania,42,Female,128,2
Tuberculosis,2004,Pennsylvania,42,Male,200,3.3
Tuberculosis,2005,Pennsylvania,42,Female,131,2
Tuberculosis,2005,Pennsylvania,42,Male,189,3.1
Tuberculosis,2006,Pennsylvania,42,Female,139,2.2
Tuberculosis,2006,Pennsylvania,42,Male,198,3.3
Tuberculosis,2007,Pennsylvania,42,Female,134,2.1
Tuberculosis,2007,Pennsylvania,42,Male,141,2.3
Tuberculosis,2008,Pennsylvania,42,Female,165,2.5
Tuberculosis,2008,Pennsylvania,42,Male,222,3.6
Tuberculosis,2009,Pennsylvania,42,Female,94,1.4
Tuberculosis,2009,Pennsylvania,42,Male,142,2.3
Tuberculosis,2010,Pennsylvania,42,Female,97,1.5
Tuberculosis,2010,Pennsylvania,42,Male,141,2.3
Tuberculosis,2011,Pennsylvania,42,Female,96,1.5
Tuberculosis,2011,Pennsylvania,42,Male,164,2.6
Tuberculosis,2012,Pennsylvania,42,Female,99,1.5
Tuberculosis,2012,Pennsylvania,42,Male,134,2.1
Tuberculosis,2013,Pennsylvania,42,Female,89,1.4
Tuberculosis,2013,Pennsylvania,42,Male,124,2
Tuberculosis,2014,Pennsylvania,42,Female,82,1.3
Tuberculosis,2014,Pennsylvania,42,Male,124,2
Tuberculosis,2015,Pennsylvania,42,Female,94,1.4
Tuberculosis,2015,Pennsylvania,42,Male,106,1.7
Tuberculosis,2016,Pennsylvania,42,Female,74,1.1
Tuberculosis,2016,Pennsylvania,42,Male,95,1.5
Tuberculosis,2017,Pennsylvania,42,Female,75,1.1
Tuberculosis,2017,Pennsylvania,42,Male,117,1.9
Tuberculosis,2018,Pennsylvania,42,Female,90,1.4
Tuberculosis,2018,Pennsylvania,42,Male,122,1.9
Tuberculosis,2019,Pennsylvania,42,Female,90,1.4
Tuberculosis,2019,Pennsylvania,42,Male,108,1.7
Tuberculosis,2020 (COVID-19 Pandemic),Pennsylvania,42,Female,58,0.9
Tuberculosis,2020 (COVID-19 Pandemic),Pennsylvania,42,Male,99,1.5
Tuberculosis,2021,Pennsylvania,42,Female,61,0.9
Tuberculosis,2021,Pennsylvania,42,Male,105,1.6
Tuberculosis,2022,Pennsylvania,42,Female,73,1.1
Tuberculosis,2022,Pennsylvania,42,Male,100,1.6
Tuberculosis,2000,Rhode Island,44,Female,18,3.3
Tuberculosis,2000,Rhode Island,44,Male,31,6.1
Tuberculosis,2001,Rhode Island,44,Female,29,5.3
Tuberculosis,2001,Rhode Island,44,Male,31,6.1
Tuberculosis,2002,Rhode Island,44,Female,20,3.6
Tuberculosis,2002,Rhode Island,44,Male,29,5.7
Tuberculosis,2003,Rhode Island,44,Female,15,2.7
Tuberculosis,2003,Rhode Island,44,Male,31,6
Tuberculosis,2004,Rhode Island,44,Female,28,5
Tuberculosis,2004,Rhode Island,44,Male,23,4.4
Tuberculosis,2005,Rhode Island,44,Female,20,3.6
Tuberculosis,2005,Rhode Island,44,Male,27,5.2
Tuberculosis,2006,Rhode Island,44,Female,9,1.6
Tuberculosis,2006,Rhode Island,44,Male,17,3.3
Tuberculosis,2007,Rhode Island,44,Female,16,2.9
Tuberculosis,2007,Rhode Island,44,Male,29,5.7
Tuberculosis,2008,Rhode Island,44,Female,18,3.3
Tuberculosis,2008,Rhode Island,44,Male,18,3.5
Tuberculosis,2009,Rhode Island,44,Female,11,2
Tuberculosis,2009,Rhode Island,44,Male,13,2.6
Tuberculosis,2010,Rhode Island,44,Female,10,1.8
Tuberculosis,2010,Rhode Island,44,Male,16,3.1
Tuberculosis,2011,Rhode Island,44,Female,16,2.9
Tuberculosis,2011,Rhode Island,44,Male,11,2.2
Tuberculosis,2012,Rhode Island,44,Female,10,1.8
Tuberculosis,2012,Rhode Island,44,Male,13,2.5
Tuberculosis,2013,Rhode Island,44,Female,11,2
Tuberculosis,2013,Rhode Island,44,Male,16,3.1
Tuberculosis,2014,Rhode Island,44,Female,12,2.2
Tuberculosis,2014,Rhode Island,44,Male,9,1.8
Tuberculosis,2015,Rhode Island,44,Female,11,2
Tuberculosis,2015,Rhode Island,44,Male,19,3.7
Tuberculosis,2016,Rhode Island,44,Female,8,1.5
Tuberculosis,2016,Rhode Island,44,Male,4,0.8
Tuberculosis,2017,Rhode Island,44,Female,5,0.9
Tuberculosis,2017,Rhode Island,44,Male,8,1.6
Tuberculosis,2018,Rhode Island,44,Female,10,1.8
Tuberculosis,2018,Rhode Island,44,Male,9,1.7
Tuberculosis,2019,Rhode Island,44,Female,8,1.5
Tuberculosis,2019,Rhode Island,44,Male,6,1.2
Tuberculosis,2020 (COVID-19 Pandemic),Rhode Island,44,Female,2,0.4
Tuberculosis,2020 (COVID-19 Pandemic),Rhode Island,44,Male,5,0.9
Tuberculosis,2021,Rhode Island,44,Female,4,0.7
Tuberculosis,2021,Rhode Island,44,Male,13,2.4
Tuberculosis,2022,Rhode Island,44,Female,8,1.4
Tuberculosis,2022,Rhode Island,44,Male,9,1.7
Tuberculosis,2000,South Carolina,45,Female,80,3.9
Tuberculosis,2000,South Carolina,45,Male,206,10.5
Tuberculosis,2001,South Carolina,45,Female,83,4
Tuberculosis,2001,South Carolina,45,Male,180,9.1
Tuberculosis,2002,South Carolina,45,Female,89,4.2
Tuberculosis,2002,South Carolina,45,Male,167,8.4
Tuberculosis,2003,South Carolina,45,Female,90,4.2
Tuberculosis,2003,South Carolina,45,Male,164,8.1
Tuberculosis,2004,South Carolina,45,Female,76,3.5
Tuberculosis,2004,South Carolina,45,Male,157,7.7
Tuberculosis,2005,South Carolina,45,Female,104,4.7
Tuberculosis,2005,South Carolina,45,Male,157,7.6
Tuberculosis,2006,South Carolina,45,Female,75,3.4
Tuberculosis,2006,South Carolina,45,Male,147,6.9
Tuberculosis,2007,South Carolina,45,Female,95,4.2
Tuberculosis,2007,South Carolina,45,Male,123,5.7
Tuberculosis,2008,South Carolina,45,Female,60,2.6
Tuberculosis,2008,South Carolina,45,Male,128,5.8
Tuberculosis,2009,South Carolina,45,Female,56,2.4
Tuberculosis,2009,South Carolina,45,Male,108,4.8
Tuberculosis,2010,South Carolina,45,Female,52,2.2
Tuberculosis,2010,South Carolina,45,Male,101,4.5
Tuberculosis,2011,South Carolina,45,Female,41,1.7
Tuberculosis,2011,South Carolina,45,Male,98,4.3
Tuberculosis,2012,South Carolina,45,Female,39,1.6
Tuberculosis,2012,South Carolina,45,Male,83,3.6
Tuberculosis,2013,South Carolina,45,Female,41,1.7
Tuberculosis,2013,South Carolina,45,Male,71,3.1
Tuberculosis,2014,South Carolina,45,Female,25,1
Tuberculosis,2014,South Carolina,45,Male,54,2.3
Tuberculosis,2015,South Carolina,45,Female,29,1.2
Tuberculosis,2015,South Carolina,45,Male,75,3.2
Tuberculosis,2016,South Carolina,45,Female,34,1.3
Tuberculosis,2016,South Carolina,45,Male,68,2.8
Tuberculosis,2017,South Carolina,45,Female,32,1.2
Tuberculosis,2017,South Carolina,45,Male,69,2.8
Tuberculosis,2018,South Carolina,45,Female,30,1.1
Tuberculosis,2018,South Carolina,45,Male,56,2.3
Tuberculosis,2019,South Carolina,45,Female,31,1.2
Tuberculosis,2019,South Carolina,45,Male,49,2
Tuberculosis,2020 (COVID-19 Pandemic),South Carolina,45,Female,19,0.7
Tuberculosis,2020 (COVID-19 Pandemic),South Carolina,45,Male,48,1.9
Tuberculosis,2021,South Carolina,45,Female,23,0.9
Tuberculosis,2021,South Carolina,45,Male,64,2.5
Tuberculosis,2022,South Carolina,45,Female,42,1.5
Tuberculosis,2022,South Carolina,45,Male,59,2.3
Tuberculosis,2000,South Dakota,46,Female,7,1.8
Tuberculosis,2000,South Dakota,46,Male,9,2.4
Tuberculosis,2001,South Dakota,46,Female,8,2.1
Tuberculosis,2001,South Dakota,46,Male,5,1.3
Tuberculosis,2002,South Dakota,46,Female,7,1.8
Tuberculosis,2002,South Dakota,46,Male,6,1.6
Tuberculosis,2003,South Dakota,46,Female,9,2.3
Tuberculosis,2003,South Dakota,46,Male,11,2.9
Tuberculosis,2004,South Dakota,46,Female,0,0
Tuberculosis,2004,South Dakota,46,Male,11,2.9
Tuberculosis,2005,South Dakota,46,Female,9,2.3
Tuberculosis,2005,South Dakota,46,Male,7,1.8
Tuberculosis,2006,South Dakota,46,Female,6,1.5
Tuberculosis,2006,South Dakota,46,Male,8,2
Tuberculosis,2007,South Dakota,46,Female,6,1.5
Tuberculosis,2007,South Dakota,46,Male,7,1.8
Tuberculosis,2008,South Dakota,46,Female,11,2.7
Tuberculosis,2008,South Dakota,46,Male,5,1.3
Tuberculosis,2009,South Dakota,46,Female,7,1.7
Tuberculosis,2009,South Dakota,46,Male,11,2.7
Tuberculosis,2010,South Dakota,46,Female,8,2
Tuberculosis,2010,South Dakota,46,Male,7,1.7
Tuberculosis,2011,South Dakota,46,Female,6,1.5
Tuberculosis,2011,South Dakota,46,Male,9,2.2
Tuberculosis,2012,South Dakota,46,Female,13,3.1
Tuberculosis,2012,South Dakota,46,Male,6,1.4
Tuberculosis,2013,South Dakota,46,Female,6,1.4
Tuberculosis,2013,South Dakota,46,Male,3,0.7
Tuberculosis,2014,South Dakota,46,Female,3,0.7
Tuberculosis,2014,South Dakota,46,Male,4,0.9
Tuberculosis,2015,South Dakota,46,Female,6,1.4
Tuberculosis,2015,South Dakota,46,Male,11,2.6
Tuberculosis,2016,South Dakota,46,Female,4,0.9
Tuberculosis,2016,South Dakota,46,Male,8,1.8
Tuberculosis,2017,South Dakota,46,Female,6,1.4
Tuberculosis,2017,South Dakota,46,Male,8,1.8
Tuberculosis,2018,South Dakota,46,Female,7,1.6
Tuberculosis,2018,South Dakota,46,Male,5,1.1
Tuberculosis,2019,South Dakota,46,Female,6,1.4
Tuberculosis,2019,South Dakota,46,Male,10,2.2
Tuberculosis,2020 (COVID-19 Pandemic),South Dakota,46,Female,6,1.4
Tuberculosis,2020 (COVID-19 Pandemic),South Dakota,46,Male,10,2.2
Tuberculosis,2021,South Dakota,46,Female,7,1.6
Tuberculosis,2021,South Dakota,46,Male,5,1.1
Tuberculosis,2022,South Dakota,46,Female,5,1.1
Tuberculosis,2022,South Dakota,46,Male,5,1.1
Tuberculosis,2000,Tennessee,47,Female,116,4
Tuberculosis,2000,Tennessee,47,Male,266,9.6
Tuberculosis,2001,Tennessee,47,Female,109,3.7
Tuberculosis,2001,Tennessee,47,Male,204,7.3
Tuberculosis,2002,Tennessee,47,Female,106,3.6
Tuberculosis,2002,Tennessee,47,Male,202,7.2
Tuberculosis,2003,Tennessee,47,Female,97,3.2
Tuberculosis,2003,Tennessee,47,Male,189,6.6
Tuberculosis,2004,Tennessee,47,Female,90,3
Tuberculosis,2004,Tennessee,47,Male,188,6.5
Tuberculosis,2005,Tennessee,47,Female,101,3.3
Tuberculosis,2005,Tennessee,47,Male,198,6.8
Tuberculosis,2006,Tennessee,47,Female,91,2.9
Tuberculosis,2006,Tennessee,47,Male,186,6.3
Tuberculosis,2007,Tennessee,47,Female,84,2.7
Tuberculosis,2007,Tennessee,47,Male,151,5
Tuberculosis,2008,Tennessee,47,Female,99,3.1
Tuberculosis,2008,Tennessee,47,Male,183,6
Tuberculosis,2009,Tennessee,47,Female,75,2.3
Tuberculosis,2009,Tennessee,47,Male,127,4.1
Tuberculosis,2010,Tennessee,47,Female,57,1.7
Tuberculosis,2010,Tennessee,47,Male,136,4.4
Tuberculosis,2011,Tennessee,47,Female,58,1.8
Tuberculosis,2011,Tennessee,47,Male,98,3.1
Tuberculosis,2012,Tennessee,47,Female,53,1.6
Tuberculosis,2012,Tennessee,47,Male,110,3.5
Tuberculosis,2013,Tennessee,47,Female,51,1.5
Tuberculosis,2013,Tennessee,47,Male,92,2.9
Tuberculosis,2014,Tennessee,47,Female,55,1.6
Tuberculosis,2014,Tennessee,47,Male,96,3
Tuberculosis,2015,Tennessee,47,Female,52,1.5
Tuberculosis,2015,Tennessee,47,Male,79,2.5
Tuberculosis,2016,Tennessee,47,Female,34,1
Tuberculosis,2016,Tennessee,47,Male,69,2.1
Tuberculosis,2017,Tennessee,47,Female,41,1.2
Tuberculosis,2017,Tennessee,47,Male,83,2.5
Tuberculosis,2018,Tennessee,47,Female,57,1.6
Tuberculosis,2018,Tennessee,47,Male,82,2.5
Tuberculosis,2019,Tennessee,47,Female,43,1.2
Tuberculosis,2019,Tennessee,47,Male,86,2.6
Tuberculosis,2020 (COVID-19 Pandemic),Tennessee,47,Female,35,1
Tuberculosis,2020 (COVID-19 Pandemic),Tennessee,47,Male,78,2.3
Tuberculosis,2021,Tennessee,47,Female,29,0.8
Tuberculosis,2021,Tennessee,47,Male,55,1.6
Tuberculosis,2022,Tennessee,47,Female,41,1.1
Tuberculosis,2022,Tennessee,47,Male,65,1.9
Tuberculosis,2000,Texas,48,Female,527,5
Tuberculosis,2000,Texas,48,Male,969,9.3
Tuberculosis,2001,Texas,48,Female,565,5.3
Tuberculosis,2001,Texas,48,Male,"1,066",10.1
Tuberculosis,2002,Texas,48,Female,517,4.7
Tuberculosis,2002,Texas,48,Male,"1,021",9.5
Tuberculosis,2003,Texas,48,Female,529,4.8
Tuberculosis,2003,Texas,48,Male,"1,050",9.6
Tuberculosis,2004,Texas,48,Female,582,5.2
Tuberculosis,2004,Texas,48,Male,"1,088",9.8
Tuberculosis,2005,Texas,48,Female,528,4.6
Tuberculosis,2005,Texas,48,Male,997,8.8
Tuberculosis,2006,Texas,48,Female,506,4.3
Tuberculosis,2006,Texas,48,Male,"1,060",9.1
Tuberculosis,2007,Texas,48,Female,509,4.2
Tuberculosis,2007,Texas,48,Male,995,8.4
Tuberculosis,2008,Texas,48,Female,536,4.4
Tuberculosis,2008,Texas,48,Male,964,8
Tuberculosis,2009,Texas,48,Female,544,4.4
Tuberculosis,2009,Texas,48,Male,950,7.7
Tuberculosis,2010,Texas,48,Female,471,3.7
Tuberculosis,2010,Texas,48,Male,907,7.2
Tuberculosis,2011,Texas,48,Female,458,3.5
