Indicator,Year,Geography,FIPS,Country of birth,Cases,Rate per 100000
Tuberculosis,2011,Montana,30,Non-U.S.–born,1,Data not available
Tuberculosis,2011,Montana,30,U.S.-born,7,Data not available
Tuberculosis,2012,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2012,Montana,30,U.S.-born,5,Data not available
Tuberculosis,2013,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2013,Montana,30,U.S.-born,6,Data not available
Tuberculosis,2014,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2014,Montana,30,U.S.-born,6,Data not available
Tuberculosis,2015,Montana,30,Non-U.S.–born,2,Data not available
Tuberculosis,2015,Montana,30,U.S.-born,7,Data not available
Tuberculosis,2016,Montana,30,Non-U.S.–born,1,Data not available
Tuberculosis,2016,Montana,30,U.S.-born,3,Data not available
Tuberculosis,2017,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2017,Montana,30,U.S.-born,3,Data not available
Tuberculosis,2018,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2018,Montana,30,U.S.-born,5,Data not available
Tuberculosis,2019,Montana,30,Non-U.S.–born,2,Data not available
Tuberculosis,2019,Montana,30,U.S.-born,0,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Montana,30,Non-U.S.–born,1,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Montana,30,U.S.-born,3,Data not available
Tuberculosis,2021,Montana,30,Non-U.S.–born,0,Data not available
Tuberculosis,2021,Montana,30,U.S.-born,3,Data not available
Tuberculosis,2022,Montana,30,Non-U.S.–born,2,Data not available
Tuberculosis,2022,Montana,30,U.S.-born,3,Data not available
Tuberculosis,2000,Nebraska,31,Non-U.S.–born,15,Data not available
Tuberculosis,2000,Nebraska,31,U.S.-born,9,Data not available
Tuberculosis,2001,Nebraska,31,Non-U.S.–born,24,Data not available
Tuberculosis,2001,Nebraska,31,U.S.-born,16,Data not available
Tuberculosis,2002,Nebraska,31,Non-U.S.–born,16,Data not available
Tuberculosis,2002,Nebraska,31,U.S.-born,12,Data not available
Tuberculosis,2003,Nebraska,31,Non-U.S.–born,20,Data not available
Tuberculosis,2003,Nebraska,31,U.S.-born,8,Data not available
Tuberculosis,2004,Nebraska,31,Non-U.S.–born,31,Data not available
Tuberculosis,2004,Nebraska,31,U.S.-born,8,Data not available
Tuberculosis,2005,Nebraska,31,Non-U.S.–born,21,Data not available
Tuberculosis,2005,Nebraska,31,U.S.-born,14,Data not available
Tuberculosis,2006,Nebraska,31,Non-U.S.–born,20,Data not available
Tuberculosis,2006,Nebraska,31,U.S.-born,5,Data not available
Tuberculosis,2007,Nebraska,31,Non-U.S.–born,24,Data not available
Tuberculosis,2007,Nebraska,31,U.S.-born,1,Data not available
Tuberculosis,2008,Nebraska,31,Non-U.S.–born,23,Data not available
Tuberculosis,2008,Nebraska,31,U.S.-born,10,Data not available
Tuberculosis,2009,Nebraska,31,Non-U.S.–born,28,Data not available
Tuberculosis,2009,Nebraska,31,U.S.-born,4,Data not available
Tuberculosis,2010,Nebraska,31,Non-U.S.–born,21,Data not available
Tuberculosis,2010,Nebraska,31,U.S.-born,6,Data not available
Tuberculosis,2011,Nebraska,31,Non-U.S.–born,14,Data not available
Tuberculosis,2011,Nebraska,31,U.S.-born,9,Data not available
Tuberculosis,2012,Nebraska,31,Non-U.S.–born,13,Data not available
Tuberculosis,2012,Nebraska,31,U.S.-born,9,Data not available
Tuberculosis,2013,Nebraska,31,Non-U.S.–born,13,Data not available
Tuberculosis,2013,Nebraska,31,U.S.-born,6,Data not available
Tuberculosis,2014,Nebraska,31,Non-U.S.–born,31,Data not available
Tuberculosis,2014,Nebraska,31,U.S.-born,7,Data not available
Tuberculosis,2015,Nebraska,31,Non-U.S.–born,25,Data not available
Tuberculosis,2015,Nebraska,31,U.S.-born,8,Data not available
Tuberculosis,2016,Nebraska,31,Non-U.S.–born,22,Data not available
Tuberculosis,2016,Nebraska,31,U.S.-born,6,Data not available
Tuberculosis,2017,Nebraska,31,Non-U.S.–born,19,Data not available
Tuberculosis,2017,Nebraska,31,U.S.-born,3,Data not available
Tuberculosis,2018,Nebraska,31,Non-U.S.–born,23,Data not available
Tuberculosis,2018,Nebraska,31,U.S.-born,4,Data not available
Tuberculosis,2019,Nebraska,31,Non-U.S.–born,12,Data not available
Tuberculosis,2019,Nebraska,31,U.S.-born,5,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,Non-U.S.–born,21,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Nebraska,31,U.S.-born,12,Data not available
Tuberculosis,2021,Nebraska,31,Non-U.S.–born,21,Data not available
Tuberculosis,2021,Nebraska,31,U.S.-born,1,Data not available
Tuberculosis,2022,Nebraska,31,Non-U.S.–born,22,Data not available
Tuberculosis,2022,Nebraska,31,U.S.-born,7,Data not available
Tuberculosis,2000,Nevada,32,Non-U.S.–born,54,Data not available
Tuberculosis,2000,Nevada,32,U.S.-born,41,Data not available
Tuberculosis,2001,Nevada,32,Non-U.S.–born,56,Data not available
Tuberculosis,2001,Nevada,32,U.S.-born,39,Data not available
Tuberculosis,2002,Nevada,32,Non-U.S.–born,52,Data not available
Tuberculosis,2002,Nevada,32,U.S.-born,33,Data not available
Tuberculosis,2003,Nevada,32,Non-U.S.–born,72,Data not available
Tuberculosis,2003,Nevada,32,U.S.-born,34,Data not available
Tuberculosis,2004,Nevada,32,Non-U.S.–born,58,Data not available
Tuberculosis,2004,Nevada,32,U.S.-born,37,Data not available
Tuberculosis,2005,Nevada,32,Non-U.S.–born,78,Data not available
Tuberculosis,2005,Nevada,32,U.S.-born,34,Data not available
Tuberculosis,2006,Nevada,32,Non-U.S.–born,70,Data not available
Tuberculosis,2006,Nevada,32,U.S.-born,31,Data not available
Tuberculosis,2007,Nevada,32,Non-U.S.–born,64,Data not available
Tuberculosis,2007,Nevada,32,U.S.-born,38,Data not available
Tuberculosis,2008,Nevada,32,Non-U.S.–born,70,Data not available
Tuberculosis,2008,Nevada,32,U.S.-born,32,Data not available
Tuberculosis,2009,Nevada,32,Non-U.S.–born,71,Data not available
Tuberculosis,2009,Nevada,32,U.S.-born,35,Data not available
Tuberculosis,2010,Nevada,32,Non-U.S.–born,74,Data not available
Tuberculosis,2010,Nevada,32,U.S.-born,40,Data not available
Tuberculosis,2011,Nevada,32,Non-U.S.–born,71,Data not available
Tuberculosis,2011,Nevada,32,U.S.-born,25,Data not available
Tuberculosis,2012,Nevada,32,Non-U.S.–born,62,Data not available
Tuberculosis,2012,Nevada,32,U.S.-born,21,Data not available
Tuberculosis,2013,Nevada,32,Non-U.S.–born,59,Data not available
Tuberculosis,2013,Nevada,32,U.S.-born,32,Data not available
Tuberculosis,2014,Nevada,32,Non-U.S.–born,50,Data not available
Tuberculosis,2014,Nevada,32,U.S.-born,24,Data not available
Tuberculosis,2015,Nevada,32,Non-U.S.–born,58,Data not available
Tuberculosis,2015,Nevada,32,U.S.-born,27,Data not available
Tuberculosis,2016,Nevada,32,Non-U.S.–born,39,Data not available
Tuberculosis,2016,Nevada,32,U.S.-born,16,Data not available
Tuberculosis,2017,Nevada,32,Non-U.S.–born,64,Data not available
Tuberculosis,2017,Nevada,32,U.S.-born,16,Data not available
Tuberculosis,2018,Nevada,32,Non-U.S.–born,54,Data not available
Tuberculosis,2018,Nevada,32,U.S.-born,15,Data not available
Tuberculosis,2019,Nevada,32,Non-U.S.–born,41,Data not available
Tuberculosis,2019,Nevada,32,U.S.-born,12,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,Non-U.S.–born,41,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),Nevada,32,U.S.-born,16,Data not available
Tuberculosis,2021,Nevada,32,Non-U.S.–born,44,Data not available
Tuberculosis,2021,Nevada,32,U.S.-born,17,Data not available
Tuberculosis,2022,Nevada,32,Non-U.S.–born,48,Data not available
Tuberculosis,2022,Nevada,32,U.S.-born,12,Data not available
Tuberculosis,2000,New Hampshire,33,Non-U.S.–born,17,Data not available
Tuberculosis,2000,New Hampshire,33,U.S.-born,5,Data not available
Tuberculosis,2001,New Hampshire,33,Non-U.S.–born,15,Data not available
Tuberculosis,2001,New Hampshire,33,U.S.-born,5,Data not available
Tuberculosis,2002,New Hampshire,33,Non-U.S.–born,15,Data not available
Tuberculosis,2002,New Hampshire,33,U.S.-born,4,Data not available
Tuberculosis,2003,New Hampshire,33,Non-U.S.–born,13,Data not available
Tuberculosis,2003,New Hampshire,33,U.S.-born,2,Data not available
Tuberculosis,2004,New Hampshire,33,Non-U.S.–born,18,Data not available
Tuberculosis,2004,New Hampshire,33,U.S.-born,6,Data not available
Tuberculosis,2005,New Hampshire,33,Non-U.S.–born,4,Data not available
Tuberculosis,2005,New Hampshire,33,U.S.-born,0,Data not available
Tuberculosis,2006,New Hampshire,33,Non-U.S.–born,12,Data not available
Tuberculosis,2006,New Hampshire,33,U.S.-born,5,Data not available
Tuberculosis,2007,New Hampshire,33,Non-U.S.–born,9,Data not available
Tuberculosis,2007,New Hampshire,33,U.S.-born,2,Data not available
Tuberculosis,2008,New Hampshire,33,Non-U.S.–born,14,Data not available
Tuberculosis,2008,New Hampshire,33,U.S.-born,5,Data not available
Tuberculosis,2009,New Hampshire,33,Non-U.S.–born,15,Data not available
Tuberculosis,2009,New Hampshire,33,U.S.-born,1,Data not available
Tuberculosis,2010,New Hampshire,33,Non-U.S.–born,8,Data not available
Tuberculosis,2010,New Hampshire,33,U.S.-born,2,Data not available
Tuberculosis,2011,New Hampshire,33,Non-U.S.–born,6,Data not available
Tuberculosis,2011,New Hampshire,33,U.S.-born,5,Data not available
Tuberculosis,2012,New Hampshire,33,Non-U.S.–born,9,Data not available
Tuberculosis,2012,New Hampshire,33,U.S.-born,0,Data not available
Tuberculosis,2013,New Hampshire,33,Non-U.S.–born,14,Data not available
Tuberculosis,2013,New Hampshire,33,U.S.-born,1,Data not available
Tuberculosis,2014,New Hampshire,33,Non-U.S.–born,8,Data not available
Tuberculosis,2014,New Hampshire,33,U.S.-born,3,Data not available
Tuberculosis,2015,New Hampshire,33,Non-U.S.–born,11,Data not available
Tuberculosis,2015,New Hampshire,33,U.S.-born,2,Data not available
Tuberculosis,2016,New Hampshire,33,Non-U.S.–born,13,Data not available
Tuberculosis,2016,New Hampshire,33,U.S.-born,2,Data not available
Tuberculosis,2017,New Hampshire,33,Non-U.S.–born,13,Data not available
Tuberculosis,2017,New Hampshire,33,U.S.-born,6,Data not available
Tuberculosis,2018,New Hampshire,33,Non-U.S.–born,10,Data not available
Tuberculosis,2018,New Hampshire,33,U.S.-born,2,Data not available
Tuberculosis,2019,New Hampshire,33,Non-U.S.–born,6,Data not available
Tuberculosis,2019,New Hampshire,33,U.S.-born,0,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),New Hampshire,33,Non-U.S.–born,11,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),New Hampshire,33,U.S.-born,1,Data not available
Tuberculosis,2021,New Hampshire,33,Non-U.S.–born,5,Data not available
Tuberculosis,2021,New Hampshire,33,U.S.-born,7,Data not available
Tuberculosis,2022,New Hampshire,33,Non-U.S.–born,10,Data not available
Tuberculosis,2022,New Hampshire,33,U.S.-born,1,Data not available
Tuberculosis,2000,New Jersey,34,Non-U.S.–born,351,Data not available
Tuberculosis,2000,New Jersey,34,U.S.-born,213,Data not available
Tuberculosis,2001,New Jersey,34,Non-U.S.–born,333,Data not available
Tuberculosis,2001,New Jersey,34,U.S.-born,196,Data not available
Tuberculosis,2002,New Jersey,34,Non-U.S.–born,324,Data not available
Tuberculosis,2002,New Jersey,34,U.S.-born,204,Data not available
Tuberculosis,2003,New Jersey,34,Non-U.S.–born,347,Data not available
Tuberculosis,2003,New Jersey,34,U.S.-born,147,Data not available
Tuberculosis,2004,New Jersey,34,Non-U.S.–born,334,Data not available
Tuberculosis,2004,New Jersey,34,U.S.-born,148,Data not available
Tuberculosis,2005,New Jersey,34,Non-U.S.–born,323,Data not available
Tuberculosis,2005,New Jersey,34,U.S.-born,162,Data not available
Tuberculosis,2006,New Jersey,34,Non-U.S.–born,377,Data not available
Tuberculosis,2006,New Jersey,34,U.S.-born,131,Data not available
Tuberculosis,2007,New Jersey,34,Non-U.S.–born,344,Data not available
Tuberculosis,2007,New Jersey,34,U.S.-born,123,Data not available
Tuberculosis,2008,New Jersey,34,Non-U.S.–born,323,Data not available
Tuberculosis,2008,New Jersey,34,U.S.-born,99,Data not available
Tuberculosis,2009,New Jersey,34,Non-U.S.–born,298,Data not available
Tuberculosis,2009,New Jersey,34,U.S.-born,107,Data not available
Tuberculosis,2010,New Jersey,34,Non-U.S.–born,299,Data not available
Tuberculosis,2010,New Jersey,34,U.S.-born,105,Data not available
Tuberculosis,2011,New Jersey,34,Non-U.S.–born,246,Data not available
Tuberculosis,2011,New Jersey,34,U.S.-born,83,Data not available
Tuberculosis,2012,New Jersey,34,Non-U.S.–born,246,Data not available
Tuberculosis,2012,New Jersey,34,U.S.-born,56,Data not available
Tuberculosis,2013,New Jersey,34,Non-U.S.–born,245,Data not available
Tuberculosis,2013,New Jersey,34,U.S.-born,74,Data not available
Tuberculosis,2014,New Jersey,34,Non-U.S.–born,252,Data not available
Tuberculosis,2014,New Jersey,34,U.S.-born,54,Data not available
Tuberculosis,2015,New Jersey,34,Non-U.S.–born,267,Data not available
Tuberculosis,2015,New Jersey,34,U.S.-born,58,Data not available
Tuberculosis,2016,New Jersey,34,Non-U.S.–born,234,Data not available
Tuberculosis,2016,New Jersey,34,U.S.-born,60,Data not available
Tuberculosis,2017,New Jersey,34,Non-U.S.–born,232,Data not available
Tuberculosis,2017,New Jersey,34,U.S.-born,51,Data not available
Tuberculosis,2018,New Jersey,34,Non-U.S.–born,248,Data not available
Tuberculosis,2018,New Jersey,34,U.S.-born,42,Data not available
Tuberculosis,2019,New Jersey,34,Non-U.S.–born,260,Data not available
Tuberculosis,2019,New Jersey,34,U.S.-born,49,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),New Jersey,34,Non-U.S.–born,202,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),New Jersey,34,U.S.-born,43,Data not available
Tuberculosis,2021,New Jersey,34,Non-U.S.–born,251,Data not available
Tuberculosis,2021,New Jersey,34,U.S.-born,37,Data not available
Tuberculosis,2022,New Jersey,34,Non-U.S.–born,248,Data not available
Tuberculosis,2022,New Jersey,34,U.S.-born,40,Data not available
Tuberculosis,2000,New Mexico,35,Non-U.S.–born,19,Data not available
Tuberculosis,2000,New Mexico,35,U.S.-born,27,Data not available
Tuberculosis,2001,New Mexico,35,Non-U.S.–born,12,Data not available
Tuberculosis,2001,New Mexico,35,U.S.-born,42,Data not available
Tuberculosis,2002,New Mexico,35,Non-U.S.–born,22,Data not available
Tuberculosis,2002,New Mexico,35,U.S.-born,35,Data not available
Tuberculosis,2003,New Mexico,35,Non-U.S.–born,20,Data not available
Tuberculosis,2003,New Mexico,35,U.S.-born,29,Data not available
Tuberculosis,2004,New Mexico,35,Non-U.S.–born,19,Data not available
Tuberculosis,2004,New Mexico,35,U.S.-born,23,Data not available
Tuberculosis,2005,New Mexico,35,Non-U.S.–born,18,Data not available
Tuberculosis,2005,New Mexico,35,U.S.-born,21,Data not available
Tuberculosis,2006,New Mexico,35,Non-U.S.–born,23,Data not available
Tuberculosis,2006,New Mexico,35,U.S.-born,25,Data not available
Tuberculosis,2007,New Mexico,35,Non-U.S.–born,24,Data not available
Tuberculosis,2007,New Mexico,35,U.S.-born,27,Data not available
Tuberculosis,2008,New Mexico,35,Non-U.S.–born,31,Data not available
Tuberculosis,2008,New Mexico,35,U.S.-born,28,Data not available
Tuberculosis,2009,New Mexico,35,Non-U.S.–born,19,Data not available
Tuberculosis,2009,New Mexico,35,U.S.-born,29,Data not available
Tuberculosis,2010,New Mexico,35,Non-U.S.–born,25,Data not available
Tuberculosis,2010,New Mexico,35,U.S.-born,25,Data not available
Tuberculosis,2011,New Mexico,35,Non-U.S.–born,25,Data not available
Tuberculosis,2011,New Mexico,35,U.S.-born,24,Data not available
Tuberculosis,2012,New Mexico,35,Non-U.S.–born,19,Data not available
Tuberculosis,2012,New Mexico,35,U.S.-born,21,Data not available
Tuberculosis,2013,New Mexico,35,Non-U.S.–born,32,Data not available
Tuberculosis,2013,New Mexico,35,U.S.-born,18,Data not available
Tuberculosis,2014,New Mexico,35,Non-U.S.–born,29,Data not available
Tuberculosis,2014,New Mexico,35,U.S.-born,21,Data not available
Tuberculosis,2015,New Mexico,35,Non-U.S.–born,24,Data not available
Tuberculosis,2015,New Mexico,35,U.S.-born,23,Data not available
Tuberculosis,2016,New Mexico,35,Non-U.S.–born,24,Data not available
Tuberculosis,2016,New Mexico,35,U.S.-born,14,Data not available
Tuberculosis,2017,New Mexico,35,Non-U.S.–born,30,Data not available
Tuberculosis,2017,New Mexico,35,U.S.-born,7,Data not available
Tuberculosis,2018,New Mexico,35,Non-U.S.–born,28,Data not available
Tuberculosis,2018,New Mexico,35,U.S.-born,11,Data not available
Tuberculosis,2019,New Mexico,35,Non-U.S.–born,27,Data not available
Tuberculosis,2019,New Mexico,35,U.S.-born,14,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),New Mexico,35,Non-U.S.–born,19,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),New Mexico,35,U.S.-born,10,Data not available
Tuberculosis,2021,New Mexico,35,Non-U.S.–born,15,Data not available
Tuberculosis,2021,New Mexico,35,U.S.-born,9,Data not available
Tuberculosis,2022,New Mexico,35,Non-U.S.–born,22,Data not available
Tuberculosis,2022,New Mexico,35,U.S.-born,8,Data not available
Tuberculosis,2000,New York,36,Non-U.S.–born,"1,006",Data not available
Tuberculosis,2000,New York,36,U.S.-born,705,Data not available
Tuberculosis,2001,New York,36,Non-U.S.–born,"1,054",Data not available
Tuberculosis,2001,New York,36,U.S.-born,574,Data not available
Tuberculosis,2002,New York,36,Non-U.S.–born,917,Data not available
Tuberculosis,2002,New York,36,U.S.-born,484,Data not available
Tuberculosis,2003,New York,36,Non-U.S.–born,976,Data not available
Tuberculosis,2003,New York,36,U.S.-born,483,Data not available
Tuberculosis,2004,New York,36,Non-U.S.–born,905,Data not available
Tuberculosis,2004,New York,36,U.S.-born,451,Data not available
Tuberculosis,2005,New York,36,Non-U.S.–born,897,Data not available
Tuberculosis,2005,New York,36,U.S.-born,379,Data not available
Tuberculosis,2006,New York,36,Non-U.S.–born,891,Data not available
Tuberculosis,2006,New York,36,U.S.-born,367,Data not available
Tuberculosis,2007,New York,36,Non-U.S.–born,834,Data not available
Tuberculosis,2007,New York,36,U.S.-born,331,Data not available
Tuberculosis,2008,New York,36,Non-U.S.–born,902,Data not available
Tuberculosis,2008,New York,36,U.S.-born,287,Data not available
Tuberculosis,2009,New York,36,Non-U.S.–born,752,Data not available
Tuberculosis,2009,New York,36,U.S.-born,251,Data not available
Tuberculosis,2010,New York,36,Non-U.S.–born,740,Data not available
Tuberculosis,2010,New York,36,U.S.-born,208,Data not available
Tuberculosis,2011,New York,36,Non-U.S.–born,703,Data not available
Tuberculosis,2011,New York,36,U.S.-born,201,Data not available
Tuberculosis,2012,New York,36,Non-U.S.–born,693,Data not available
Tuberculosis,2012,New York,36,U.S.-born,172,Data not available
Tuberculosis,2013,New York,36,Non-U.S.–born,716,Data not available
Tuberculosis,2013,New York,36,U.S.-born,148,Data not available
Tuberculosis,2014,New York,36,Non-U.S.–born,648,Data not available
Tuberculosis,2014,New York,36,U.S.-born,135,Data not available
Tuberculosis,2015,New York,36,Non-U.S.–born,619,Data not available
Tuberculosis,2015,New York,36,U.S.-born,144,Data not available
Tuberculosis,2016,New York,36,Non-U.S.–born,627,Data not available
Tuberculosis,2016,New York,36,U.S.-born,131,Data not available
Tuberculosis,2017,New York,36,Non-U.S.–born,687,Data not available
Tuberculosis,2017,New York,36,U.S.-born,114,Data not available
Tuberculosis,2018,New York,36,Non-U.S.–born,609,Data not available
Tuberculosis,2018,New York,36,U.S.-born,135,Data not available
Tuberculosis,2019,New York,36,Non-U.S.–born,630,Data not available
Tuberculosis,2019,New York,36,U.S.-born,116,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),New York,36,Non-U.S.–born,507,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),New York,36,U.S.-born,89,Data not available
Tuberculosis,2021,New York,36,Non-U.S.–born,582,Data not available
Tuberculosis,2021,New York,36,U.S.-born,96,Data not available
Tuberculosis,2022,New York,36,Non-U.S.–born,606,Data not available
Tuberculosis,2022,New York,36,U.S.-born,105,Data not available
Tuberculosis,2000,North Carolina,37,Non-U.S.–born,113,Data not available
Tuberculosis,2000,North Carolina,37,U.S.-born,334,Data not available
Tuberculosis,2001,North Carolina,37,Non-U.S.–born,125,Data not available
Tuberculosis,2001,North Carolina,37,U.S.-born,271,Data not available
Tuberculosis,2002,North Carolina,37,Non-U.S.–born,133,Data not available
Tuberculosis,2002,North Carolina,37,U.S.-born,301,Data not available
Tuberculosis,2003,North Carolina,37,Non-U.S.–born,111,Data not available
Tuberculosis,2003,North Carolina,37,U.S.-born,262,Data not available
Tuberculosis,2004,North Carolina,37,Non-U.S.–born,134,Data not available
Tuberculosis,2004,North Carolina,37,U.S.-born,247,Data not available
Tuberculosis,2005,North Carolina,37,Non-U.S.–born,110,Data not available
Tuberculosis,2005,North Carolina,37,U.S.-born,219,Data not available
Tuberculosis,2006,North Carolina,37,Non-U.S.–born,133,Data not available
Tuberculosis,2006,North Carolina,37,U.S.-born,242,Data not available
Tuberculosis,2007,North Carolina,37,Non-U.S.–born,140,Data not available
Tuberculosis,2007,North Carolina,37,U.S.-born,205,Data not available
Tuberculosis,2008,North Carolina,37,Non-U.S.–born,122,Data not available
Tuberculosis,2008,North Carolina,37,U.S.-born,213,Data not available
Tuberculosis,2009,North Carolina,37,Non-U.S.–born,91,Data not available
Tuberculosis,2009,North Carolina,37,U.S.-born,159,Data not available
Tuberculosis,2010,North Carolina,37,Non-U.S.–born,122,Data not available
Tuberculosis,2010,North Carolina,37,U.S.-born,172,Data not available
Tuberculosis,2011,North Carolina,37,Non-U.S.–born,107,Data not available
Tuberculosis,2011,North Carolina,37,U.S.-born,136,Data not available
Tuberculosis,2012,North Carolina,37,Non-U.S.–born,97,Data not available
Tuberculosis,2012,North Carolina,37,U.S.-born,114,Data not available
Tuberculosis,2013,North Carolina,37,Non-U.S.–born,102,Data not available
Tuberculosis,2013,North Carolina,37,U.S.-born,114,Data not available
Tuberculosis,2014,North Carolina,37,Non-U.S.–born,84,Data not available
Tuberculosis,2014,North Carolina,37,U.S.-born,111,Data not available
Tuberculosis,2015,North Carolina,37,Non-U.S.–born,92,Data not available
Tuberculosis,2015,North Carolina,37,U.S.-born,107,Data not available
Tuberculosis,2016,North Carolina,37,Non-U.S.–born,109,Data not available
Tuberculosis,2016,North Carolina,37,U.S.-born,110,Data not available
Tuberculosis,2017,North Carolina,37,Non-U.S.–born,118,Data not available
Tuberculosis,2017,North Carolina,37,U.S.-born,95,Data not available
Tuberculosis,2018,North Carolina,37,Non-U.S.–born,99,Data not available
Tuberculosis,2018,North Carolina,37,U.S.-born,97,Data not available
Tuberculosis,2019,North Carolina,37,Non-U.S.–born,97,Data not available
Tuberculosis,2019,North Carolina,37,U.S.-born,88,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),North Carolina,37,Non-U.S.–born,89,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),North Carolina,37,U.S.-born,70,Data not available
Tuberculosis,2021,North Carolina,37,Non-U.S.–born,96,Data not available
Tuberculosis,2021,North Carolina,37,U.S.-born,82,Data not available
Tuberculosis,2022,North Carolina,37,Non-U.S.–born,99,Data not available
Tuberculosis,2022,North Carolina,37,U.S.-born,64,Data not available
Tuberculosis,2000,North Dakota,38,Non-U.S.–born,1,Data not available
Tuberculosis,2000,North Dakota,38,U.S.-born,4,Data not available
Tuberculosis,2001,North Dakota,38,Non-U.S.–born,1,Data not available
Tuberculosis,2001,North Dakota,38,U.S.-born,4,Data not available
Tuberculosis,2002,North Dakota,38,Non-U.S.–born,2,Data not available
Tuberculosis,2002,North Dakota,38,U.S.-born,4,Data not available
Tuberculosis,2003,North Dakota,38,Non-U.S.–born,2,Data not available
Tuberculosis,2003,North Dakota,38,U.S.-born,4,Data not available
Tuberculosis,2004,North Dakota,38,Non-U.S.–born,1,Data not available
Tuberculosis,2004,North Dakota,38,U.S.-born,3,Data not available
Tuberculosis,2005,North Dakota,38,Non-U.S.–born,1,Data not available
Tuberculosis,2005,North Dakota,38,U.S.-born,5,Data not available
Tuberculosis,2006,North Dakota,38,Non-U.S.–born,5,Data not available
Tuberculosis,2006,North Dakota,38,U.S.-born,5,Data not available
Tuberculosis,2007,North Dakota,38,Non-U.S.–born,2,Data not available
Tuberculosis,2007,North Dakota,38,U.S.-born,5,Data not available
Tuberculosis,2008,North Dakota,38,Non-U.S.–born,0,Data not available
Tuberculosis,2008,North Dakota,38,U.S.-born,0,Data not available
Tuberculosis,2009,North Dakota,38,Non-U.S.–born,4,Data not available
Tuberculosis,2009,North Dakota,38,U.S.-born,1,Data not available
Tuberculosis,2010,North Dakota,38,Non-U.S.–born,6,Data not available
Tuberculosis,2010,North Dakota,38,U.S.-born,3,Data not available
Tuberculosis,2011,North Dakota,38,Non-U.S.–born,6,Data not available
Tuberculosis,2011,North Dakota,38,U.S.-born,0,Data not available
Tuberculosis,2012,North Dakota,38,Non-U.S.–born,4,Data not available
Tuberculosis,2012,North Dakota,38,U.S.-born,22,Data not available
Tuberculosis,2013,North Dakota,38,Non-U.S.–born,4,Data not available
Tuberculosis,2013,North Dakota,38,U.S.-born,8,Data not available
Tuberculosis,2014,North Dakota,38,Non-U.S.–born,7,Data not available
Tuberculosis,2014,North Dakota,38,U.S.-born,8,Data not available
Tuberculosis,2015,North Dakota,38,Non-U.S.–born,7,Data not available
Tuberculosis,2015,North Dakota,38,U.S.-born,2,Data not available
Tuberculosis,2016,North Dakota,38,Non-U.S.–born,16,Data not available
Tuberculosis,2016,North Dakota,38,U.S.-born,6,Data not available
Tuberculosis,2017,North Dakota,38,Non-U.S.–born,7,Data not available
Tuberculosis,2017,North Dakota,38,U.S.-born,7,Data not available
Tuberculosis,2018,North Dakota,38,Non-U.S.–born,9,Data not available
Tuberculosis,2018,North Dakota,38,U.S.-born,4,Data not available
Tuberculosis,2019,North Dakota,38,Non-U.S.–born,13,Data not available
Tuberculosis,2019,North Dakota,38,U.S.-born,5,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),North Dakota,38,Non-U.S.–born,7,Data not available
Tuberculosis,2020 (COVID-19 Pandemic),North Dakota,38,U.S.-born,3,Data not available
Tuberculosis,2021,North Dakota,38,Non-U.S.–born,12,Data not available
Tuberculosis,2021,North Dakota,38,U.S.-born,3,Data not available
Tuberculosis,2022,North Dakota,38,Non-U.S.–born,5,Data not available
Tuberculosis,2022,North Dakota,38,U.S.-born,4,Data not available
Tuberculosis,2000,Ohio,39,Non-U.S.–born,100,Data not available
Tuberculosis,2000,Ohio,39,U.S.-born,238,Data not available
Tuberculosis,2001,Ohio,39,Non-U.S.–born,84,Data not available
Tuberculosis,2001,Ohio,39,U.S.-born,222,Data not available
Tuberculosis,2002,Ohio,39,Non-U.S.–born,102,Data not available
Tuberculosis,2002,Ohio,39,U.S.-born,155,Data not available
Tuberculosis,2003,Ohio,39,Non-U.S.–born,79,Data not available
Tuberculosis,2003,Ohio,39,U.S.-born,150,Data not available
Tuberculosis,2004,Ohio,39,Non-U.S.–born,86,Data not available
Tuberculosis,2004,Ohio,39,U.S.-born,132,Data not available
Tuberculosis,2005,Ohio,39,Non-U.S.–born,104,Data not available
